customer_id,annual_income,monthly_inhand_salary,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,type_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,snapshot_date,credit_history_age
cus_0x104a,14981.39,,,,,4,"mortgage loan, auto loan, not specified, payday loan",,6,0.63,,good,1122.46,,no,,164.88918149049954,low_spent_small_value_payments,233.13976765673854,2023-12-01,
cus_0x104e,19180.87,,,,,3,"debt consolidation loan, auto loan, payday loan",,17,9.32,,standard,1127.57,,no,,107.98322725525713,high_spent_small_value_payments,263.49314506847384,2023-06-01,
cus_0x1056,16053.86,,,,,4,"student loan, not specified, personal loan, debt consolidation loan",,18,0.83,,bad,2107.76,,yes,,154.06862404801825,low_spent_small_value_payments,210.7532520752824,2023-04-01,
cus_0x1057,86617.16,,,,,3,"auto loan, student loan, payday loan",,21,7.26,,standard,718.53,,no,,976.1638750557892,unknown,636.422471527819,2023-09-01,
cus_0x105b,34428.21,,,,,0,"",,11,8.51,,unknown,180.7,,no,,61.13170395137558,unknown,446.3700460486243,2023-11-01,
cus_0x1063,128698.76,,,,,4,"personal loan, mortgage loan, payday loan, debt consolidation loan",,14,10.67,,unknown,583.11,,yes,,136.3149548476463,high_spent_large_value_payments,914.9619297626593,2023-12-01,
cus_0x106f,134035.08,,,,,2,"home equity loan, mortgage loan",,7,5.32,,good,767.91,,no,,1075.3385104350662,low_spent_medium_value_payments,171.43675756534392,2023-08-01,
cus_0x1075,24709.33,,,,,3,"student loan, debt consolidation loan, personal loan",,11,7.0,,unknown,413.18,,no,,120.55873988527756,low_spent_small_value_payments,334.6672973809443,2024-05-01,
cus_0x1087,42153.13,,,,,2,"payday loan, not specified",,9,4.81,,good,1027.64,,no,,80.62490239728156,high_spent_small_value_payments,437.851569476464,2024-09-01,
cus_0x1096,12931.56,,,,,3,"not specified, debt consolidation loan, home equity loan",,20,18.51,,standard,752.86,,yes,,105.56661253457969,low_spent_small_value_payments,298.7172327569344,2024-03-01,
cus_0x1098,,,,,,2,"auto loan, payday loan",,10,8.58,,standard,1859.53,,nm,,54.60338563277085,low_spent_small_value_payments,348.96642479393626,2025-01-01,
cus_0x109d,49140.87,,,,,3,"not specified, mortgage loan, payday loan",,18,16.66,,bad,2950.8,,nm,,301.5937949187359,low_spent_small_value_payments,271.94102875609155,2024-04-01,
cus_0x10b3,136150.6,,,,,2,"student loan, auto loan",,3,10.72,,unknown,260.29,,nm,,1302.3574307873828,low_spent_small_value_payments,898.3588009083421,2024-11-01,
cus_0x10b6,5691341.0,,,,,3,"payday loan, credit-builder loan, debt consolidation loan",,12,1.23,,standard,277.93,,no,,65.372164147804,high_spent_small_value_payments,327.9283743913377,2025-01-01,
cus_0x10c0,49454.13,,,,,2,"payday loan, auto loan",,23,4.95,,bad,1388.56,,nm,,148.5406575943259,low_spent_medium_value_payments,459.07807620141364,2024-02-01,
cus_0x10c5,158623.16,,,,,1,payday loan,,5,6.04,,good,1134.83,,no,,282.71868909757717,high_spent_medium_value_payments,1194.3070725894725,2024-08-01,
cus_0x10dd,105645.6,,,,,4,"credit-builder loan, student loan, payday loan, personal loan",,19,2.41,,unknown,1336.91,,no,,170.89918722293208,high_spent_large_value_payments,662.7747121329272,2024-06-01,
cus_0x10eb,,,,,,2,"student loan, payday loan",,8,10.34,,good,677.4,,no,,133.04883496511272,low_spent_small_value_payments,368.28641876324724,2023-03-01,
cus_0x10fd,39576.59,,,,,3,"personal loan, mortgage loan, home equity loan",,4,4.62,,unknown,226.37,,no,,104.7631642205206,high_spent_medium_value_payments,340.83091335258587,2023-12-01,
cus_0x10ff,16341.075,,,,,2,"auto loan, student loan",,20,,,standard,684.05,,no,,151.95412763565508,low_spent_small_value_payments,250.36103690258773,2023-10-01,
cus_0x1100,,,,,,2,"mortgage loan, student loan",,20,19.05,,standard,2169.75,,yes,,71.94658528758634,high_spent_medium_value_payments,491.30809597080133,2023-10-01,
cus_0x1107,28952.76,,,,,4,"personal loan, credit-builder loan, debt consolidation loan, not specified",,25,2.46,,bad,2717.85,,yes,,56.7778041826906,unknown,261.3152068058676,2023-11-01,
cus_0x111c,71809.76,,,,,7,"debt consolidation loan, not specified, home equity loan, auto loan, payday loan, mortgage loan, personal loan",,15,1.58,,unknown,4439.92,,yes,,91.859365807689,high_spent_large_value_payments,467.0376168289717,2024-03-01,
cus_0x1123,15264.98,,,,,3,"home equity loan, credit-builder loan, auto loan",,14,9.68,,bad,2375.88,,yes,,136.95202265544256,low_spent_small_value_payments,242.8660473000196,2024-10-01,
cus_0x112d,14728.21,,,,,3,"payday loan, personal loan, not specified",,11,9.27,,unknown,2390.37,,yes,,103.2308182853155,low_spent_small_value_payments,311.19730867353246,2024-03-01,
cus_0x112f,75506.42,,,,,1,auto loan,,2,3.44,,good,1069.19,,no,,278.2980758592782,low_spent_small_value_payments,555.8184475742175,2023-10-01,
cus_0x1130,137798.88,,,,,0,"",,12,9.25,,standard,1056.3,,no,,1156.953782699478,low_spent_medium_value_payments,282.87021730052203,2023-07-01,
cus_0x1132,46268.4,,,,,3,"student loan, debt consolidation loan, home equity loan",,17,9.58,,unknown,1447.57,,yes,,230.94915382236252,high_spent_small_value_payments,323.6427960874905,2023-03-01,
cus_0x1136,37360.94,,,,,5,"home equity loan, auto loan, debt consolidation loan, mortgage loan, not specified",,12,,,standard,1271.23,,yes,,254.47810388792874,low_spent_small_value_payments,228.62131621157747,2023-06-01,
cus_0x1139,94991.82,,,,,0,"",,16,24.45,,unknown,1320.61,,yes,,105.98185997612778,high_spent_large_value_payments,948.5166400238722,2023-12-01,
cus_0x1144,135851.24,,,,,2,"home equity loan, auto loan",,19,11.19,,standard,695.12,,yes,,1139.0837370941445,low_spent_medium_value_payments,76.25273594871554,2024-11-01,
cus_0x1145,17975.32,,,,,6,"student loan, payday loan, not specified, mortgage loan, home equity loan, credit-builder loan",,25,8.9,,bad,1263.1,,yes,,176.77621007546128,low_spent_small_value_payments,181.26779867070005,2024-08-01,
cus_0x114a,15305.46,,,,,2,"student loan, home equity loan",,2,15.95,,good,,,no,,64.77848007633177,low_spent_small_value_payments,327.96536605522886,2023-01-01,
cus_0x115c,41695.76,,,,,5,"not specified, credit-builder loan, mortgage loan, student loan, debt consolidation loan",,,31.99,,bad,4453.51,,nm,,85.68416842593166,low_spent_large_value_payments,221.67477253496787,2024-02-01,
cus_0x1168,76440.52,,,,,2,"mortgage loan, student loan",,2,10.85,,good,998.47,,no,,547.8585912822699,low_spent_medium_value_payments,300.0960322620174,2023-10-01,
cus_0x1169,115324.62,,,,,3,"credit-builder loan, payday loan, student loan",,6,5.5,,good,1316.45,,no,,380.2486071571585,high_spent_small_value_payments,657.7386330427197,2023-09-01,
cus_0x117d,70779.18,,,,,3,"student loan, not specified, debt consolidation loan",,,3.61,,good,1340.31,,no,,300.6020796271049,high_spent_small_value_payments,414.17610876952784,2023-09-01,
cus_0x1185,18963.65,,,,,6,"student loan, payday loan, not specified, credit-builder loan, personal loan, debt consolidation loan",,7,13.04,,standard,2422.18,,yes,,60.75560555668723,high_spent_medium_value_payments,304.5495161434038,2024-05-01,
cus_0x1190,44134.06,,,,,3,"personal loan, auto loan, student loan",,19,0.9000000000000004,,good,809.59,,nm,,97.11016167424476,low_spent_large_value_payments,467.158755726605,2024-05-01,
cus_0x1193,31877.72,,,,,1,credit-builder loan,,13,4.46,,standard,886.59,,nm,,82.33899418272938,high_spent_medium_value_payments,403.0142972341543,2024-10-01,
cus_0x1195,30429.91,,,,,1,auto loan,,17,1.67,,standard,362.48,,no,,82.87878577514347,low_spent_large_value_payments,438.08972109416084,2024-12-01,
cus_0x119e,63601.48,,,,,5,"auto loan, mortgage loan, student loan, home equity loan, not specified",,13,19.49,,standard,1191.91,,yes,,121.51704235490244,high_spent_large_value_payments,473.8036564164217,2023-06-01,
cus_0x11b7,70099.04,,,,,3,"mortgage loan, personal loan, student loan",,6,9.85,,good,498.61,,no,,134.97005888833945,high_spent_medium_value_payments,601.9706932345978,2025-01-01,
cus_0x11c0,14527.455,,,,,4,"debt consolidation loan, student loan, auto loan, home equity loan",,3,6.31,,good,321.05,,no,,49.383098985710866,low_spent_small_value_payments,295.3835812210628,2023-08-01,
cus_0x11c1,29902.22,,,,,3,"payday loan, personal loan, student loan",,13,9.57,,standard,533.71,,yes,,44.11332027545772,unknown,352.7615192954917,2025-01-01,
cus_0x11d1,,,,,,2,"credit-builder loan, student loan",,7,7.48,,unknown,289.73,,yes,,32.777846317329605,low_spent_medium_value_payments,314.72566523028024,2023-07-01,
cus_0x11ec,14867.69,,,,,5,"debt consolidation loan, student loan, personal loan, credit-builder loan, auto loan",,15,18.5,,standard,2344.06,,yes,,100.14574834721886,low_spent_medium_value_payments,224.99206407779144,2024-12-01,
cus_0x1204,18829.82,,,,,4,"mortgage loan, personal loan, payday loan, debt consolidation loan",,6,12.36,,standard,1752.02,,yes,,145.31630497463223,low_spent_large_value_payments,282.95022071375047,2024-03-01,
cus_0x120c,29135.38,,,,,6,"mortgage loan, credit-builder loan, home equity loan, not specified, personal loan, payday loan",,25,8.04,,bad,1833.81,,yes,,158.83794732834158,low_spent_small_value_payments,144.05460488342078,2023-07-01,
cus_0x120d,18743.075,,,,,3,"home equity loan, not specified, personal loan",,12,9.46,,good,183.15,,no,,140.07549556113563,low_spent_small_value_payments,225.21498277658597,2025-01-01,
cus_0x1216,20143.27,,,,,2,"not specified, credit-builder loan",,15,9.44,,standard,1693.73,,yes,,141.89655484122108,low_spent_small_value_payments,272.8048203488831,2023-04-01,
cus_0x121b,33209.27,,,,,2,"debt consolidation loan, not specified",,4,8.99,,unknown,743.65,,no,,272.15103437127317,low_spent_small_value_payments,259.02971897498213,2024-09-01,
cus_0x1220,128494.52,,,,,2,"student loan, mortgage loan",,,10.33,,good,722.25,,no,,,high_spent_large_value_payments,995.2348625854976,2024-04-01,
cus_0x122c,36346.13,,,,,3,"credit-builder loan, home equity loan, auto loan",,15,10.54,,good,1252.46,,nm,,110.50970251432872,high_spent_medium_value_payments,369.3131601102126,2024-08-01,
cus_0x122f,18231.52,,,,,5,"student loan, auto loan, debt consolidation loan, not specified, payday loan",,17,1.83,,unknown,1358.96,,yes,,102.26056639522305,low_spent_small_value_payments,245.96011992887915,2024-05-01,
cus_0x1232,14937.49,,,,,4,"student loan, mortgage loan, debt consolidation loan, home equity loan",,15,24.17,,bad,3699.44,,nm,,104.14502372361288,low_spent_medium_value_payments,239.1731813300757,2024-09-01,
cus_0x1233,42112.56,,,,,3,"not specified, auto loan, personal loan",,3,,,good,1052.71,,no,,218.91425990052966,low_spent_small_value_payments,290.0301978627343,2024-05-01,
cus_0x1234,64996.98,,,,,2,"not specified, auto loan",,12,19.69,,standard,340.81,,yes,,586.023630407846,high_spent_large_value_payments,577.8538450608727,2024-12-01,
cus_0x1236,,,,,,3,"personal loan, student loan, mortgage loan",,0,9.02,,good,1085.7,,no,,101.71524766286512,low_spent_small_value_payments,380.462689241898,2024-05-01,
cus_0x123a,36228.2,,,,,2,"personal loan, not specified",,15,18.07,,unknown,1643.06,,yes,,176.60375699560146,low_spent_medium_value_payments,366.9782289080675,2023-03-01,
cus_0x1246,22188.45,,,,,1,auto loan,,1,3.87,,good,1352.38,,no,,153.11466390499174,low_spent_small_value_payments,327.47766851247997,2023-09-01,
cus_0x1250,72503.56,,,,,6,"credit-builder loan, not specified, student loan, personal loan, auto loan, mortgage loan",,18,22.41,,bad,4205.6,,yes,,107.3564851084409,high_spent_medium_value_payments,377.2937467661558,2023-12-01,
cus_0x1252,34132.87,,,,,4,"student loan, personal loan, not specified, home equity loan",,13,10.89,,good,187.64,,no,,378.7462153823724,low_spent_small_value_payments,108.21005004804205,2023-02-01,
cus_0x1269,42031.09,,,,,3,"not specified, debt consolidation loan, auto loan",,5,14.11,,good,83.55,,no,,108.85585760646214,high_spent_medium_value_payments,450.89704599615953,2024-01-01,
cus_0x126d,,,,,,5,"credit-builder loan, payday loan, student loan, not specified, mortgage loan",,10,14.76,,standard,1462.53,,yes,,324.46240797716166,low_spent_small_value_payments,85.48451747279788,2024-11-01,
cus_0x1271,99337.28,,,,,4,"credit-builder loan, mortgage loan, debt consolidation loan, auto loan",,13,13.01,,standard,255.82,,yes,,312.2186550500326,high_spent_medium_value_payments,455.4395876845728,2023-03-01,
cus_0x1274,49070.94,,,,,2,"student loan, payday loan",,17,12.81,,standard,1800.41,,nm,,330.05138747175704,low_spent_small_value_payments,300.03431400859415,2024-08-01,
cus_0x1277,13762.45,,,,,4,"personal loan, debt consolidation loan, not specified, credit-builder loan",,8,8.39,,standard,720.94,,nm,,,low_spent_small_value_payments,285.2506638926351,2024-10-01,
cus_0x127d,15096.85,,,,,2,"home equity loan, payday loan",,20,8.76,,unknown,1928.03,,yes,,63.66859960550003,high_spent_small_value_payments,264.3249250589178,2024-11-01,
cus_0x1281,8780.975,,,,,4,"debt consolidation loan, not specified, home equity loan, student loan",,8,14.82,,standard,851.71,,yes,,52.84878986594918,low_spent_small_value_payments,243.9776878251166,2023-11-01,
cus_0x1286,33642.07,,,,,2,"debt consolidation loan, not specified",,8,0.13999999999999968,,standard,696.57,,no,,,high_spent_medium_value_payments,430.54897056002716,2024-06-01,
cus_0x128e,20232.11,,,,,4,"mortgage loan, payday loan, auto loan, not specified",,20,15.86,,standard,1104.6,,yes,,126.78796942885471,low_spent_large_value_payments,286.3551816913196,2023-06-01,
cus_0x128f,75816.52,,,,,4,"not specified, student loan, mortgage loan, home equity loan",,25,27.85,,unknown,2555.9,,yes,,73.05451259749084,unknown,637.8860416306247,2024-05-01,
cus_0x1297,,,,,,6,"payday loan, personal loan, mortgage loan, home equity loan, student loan, credit-builder loan",,24,14.27,,bad,3916.47,,yes,,53.82117764831425,high_spent_medium_value_payments,388.04518664772837,2023-01-01,
cus_0x129b,,,,,,5,"credit-builder loan, debt consolidation loan, mortgage loan, not specified, payday loan",,10,17.87,,standard,129.15,,yes,,167.71802808017438,high_spent_large_value_payments,496.4621943782166,2023-02-01,
cus_0x12a8,103092.27,,,,,4,"not specified, credit-builder loan, debt consolidation loan, student loan",,15,15.53,,standard,300.65,,yes,,65.92393372719343,high_spent_large_value_payments,676.5734799170089,2024-06-01,
cus_0x12a9,44822.21,,,,,3,"credit-builder loan, debt consolidation loan, payday loan",,7,1.03,,good,730.64,,no,,100.05342133628531,high_spent_medium_value_payments,370.4207097548404,2023-05-01,
cus_0x12be,15717.275,,,,,1,credit-builder loan,,8,7.03,,good,1020.27,,no,,146.84954628537986,low_spent_small_value_payments,257.78487022590286,2023-04-01,
cus_0x12bf,,,,,,2,"mortgage loan, credit-builder loan",,8,6.03,,unknown,1113.49,,yes,,1039.3739975905096,low_spent_small_value_payments,770.585212250888,2023-09-01,
cus_0x12cc,20521.36,,,,,3,"personal loan, payday loan, mortgage loan",,12,14.94,,standard,1896.78,,yes,,110.96335252487991,unknown,244.4192925973349,2024-08-01,
cus_0x12ce,9795.07,,,,,4,"debt consolidation loan, auto loan, personal loan, payday loan",,14,4.01,,bad,2065.27,,yes,,24.425080540114738,low_spent_small_value_payments,281.5951856248648,2023-07-01,
cus_0x12d1,21384.94,,,,,2,"credit-builder loan, debt consolidation loan",,15,14.37,,standard,691.53,,yes,,168.24549551002502,low_spent_medium_value_payments,254.2667128237105,2024-01-01,
cus_0x12e7,46874.85000000001,,,,,2,"payday loan, personal loan",,21,8.0,,bad,1913.66,,yes,,146.9862280573053,low_spent_large_value_payments,460.6970034074806,2023-10-01,
cus_0x12ea,38980.76,,,,,6,"home equity loan, not specified, personal loan, debt consolidation loan, payday loan, mortgage loan",,17,16.43,,bad,2927.1,,yes,,78.63531025761513,high_spent_medium_value_payments,321.0676074109371,2023-08-01,
cus_0x12ef,68898.0,,,,,0,"",,16,5.8,,standard,312.14,,no,,195.78897977675166,unknown,613.0610202232482,2024-02-01,
cus_0x12f2,59237.96,,,,,4,"auto loan, payday loan, not specified, mortgage loan",,22,2.3,,bad,1593.75,,yes,,64.98296235184802,high_spent_large_value_payments,325.20350263467424,2023-12-01,
cus_0x12fa,87876.27,,,,,0,"",,16,7.6,,standard,502.29,,yes,,386.4780094511793,unknown,606.7242405488207,2023-11-01,
cus_0x12fb,26342.91,,,,,1,credit-builder loan,,14,17.6,,standard,397.9,,yes,,48.05730642437603,high_spent_large_value_payments,365.2837329906362,2023-01-01,
cus_0x130b,79005.0,,,,,2,"not specified, student loan",,13,2.74,,standard,876.69,,no,,308.7771490707728,high_spent_small_value_payments,568.8023459986528,2023-04-01,
cus_0x1319,138613.48,,,,,1,personal loan,,20,6.49,,unknown,768.69,,no,,409.1683042628544,high_spent_small_value_payments,839.2677896462453,2023-06-01,
cus_0x131f,68105.6,,,,,2,"not specified, credit-builder loan",,27,26.05,,bad,2867.7,,yes,,62.664706965685504,high_spent_medium_value_payments,471.8998906352681,2024-05-01,
cus_0x1324,19858.97,,,,,3,"mortgage loan, personal loan, home equity loan",,22,1.33,,bad,1689.38,,yes,,38.63901938795086,high_spent_medium_value_payments,329.96805677567636,2023-03-01,
cus_0x1329,160573.56,,,,,1,mortgage loan,,3,2.01,,good,551.26,,no,,386.78410634098816,high_spent_medium_value_payments,1071.349956294642,2023-06-01,
cus_0x1330,30874.43,,,,,2,"mortgage loan, credit-builder loan",,5,3.82,,good,243.11,,nm,,67.90948238094776,high_spent_small_value_payments,403.40956431490326,2023-09-01,
cus_0x133b,,,,,,1,debt consolidation loan,,12,-1.64,,unknown,452.2,,no,,348.0590151520802,low_spent_large_value_payments,277.5680017288395,2024-05-01,
cus_0x133d,15307.26,,,,,0,"",,1,4.89,,good,705.9,,no,,136.61655255898927,low_spent_small_value_payments,354.7082217971798,2025-01-01,
cus_0x133e,16626.25,,,,,0,"",,7,6.39,,good,1113.26,,no,,53.38619195442173,low_spent_small_value_payments,346.2658913789116,2024-01-01,
cus_0x133f,100914.38999999998,,,,,3,"home equity loan, debt consolidation loan, personal loan",,9,19.35,,standard,1410.49,,yes,,245.34289879474483,high_spent_medium_value_payments,616.3443082104483,2025-01-01,
cus_0x1341,15341.895,,,,,1,debt consolidation loan,,8,7.71,,unknown,1152.71,,nm,,81.56430854657756,low_spent_medium_value_payments,295.002823434276,2023-01-01,
cus_0x134d,85324.44,,,,,3,"auto loan, personal loan, payday loan",,12,16.22,,standard,713.09,,yes,,279.8194092753569,high_spent_medium_value_payments,501.5123097333056,2024-02-01,
cus_0x1354,78498.72,,,,,0,"",,9,8.82,,standard,910.99,,yes,,70.04196387391798,high_spent_medium_value_payments,836.8140361260821,2024-12-01,
cus_0x135c,134947.24,,,,,4,"home equity loan, personal loan, debt consolidation loan, not specified",,18,8.34,,standard,1085.51,,yes,,362.67251475022414,high_spent_medium_value_payments,695.4621630783964,2023-02-01,
cus_0x1367,142635.52,,,,,3,"personal loan, auto loan, mortgage loan",,10,8.45,,good,462.69,,no,,86.49012339659386,high_spent_large_value_payments,1015.9297801220132,2023-11-01,
cus_0x1378,18064.06,,,,,5,"auto loan, student loan, mortgage loan, home equity loan, credit-builder loan",,10,19.9,,unknown,2116.7,,yes,,144.5582196415203,unknown,215.9338746895536,2024-08-01,
cus_0x138f,20483.84,,,,,5,"student loan, mortgage loan, auto loan, home equity loan, debt consolidation loan",,22,4.75,,bad,2469.37,,yes,,213.8444322488735,unknown,151.22420211965598,2023-08-01,
cus_0x13b2,21440.93,,,,,3,"payday loan, personal loan, auto loan",,9,6.15,,standard,969.29,,no,,51.9057346860095,low_spent_medium_value_payments,348.3956569571318,2023-11-01,
cus_0x13b8,18341.47,,,,,0,"",,6,5.93,,good,1300.64,,no,,98.06490155058232,low_spent_medium_value_payments,314.280681782751,2024-07-01,
cus_0x13c2,60682.11,,,,,4,"home equity loan, debt consolidation loan, credit-builder loan, payday loan",,18,26.12,,bad,4899.87,,yes,,142.65756191908372,low_spent_medium_value_payments,386.53022367825247,2024-02-01,
cus_0x13d1,22020.37,,,,,3,"debt consolidation loan, credit-builder loan, personal loan",,6,5.14,,good,1343.64,,no,,208.7493739989156,low_spent_small_value_payments,205.1550786490619,2023-05-01,
cus_0x13d5,124183.56,,,,,2,"payday loan, student loan",,17,11.19,,good,247.96,,nm,,78.03561973516958,high_spent_large_value_payments,1021.3224286119704,2024-04-01,
cus_0x13db,34601.35,,,,,2,"debt consolidation loan, home equity loan",,11,15.15,,standard,68.23,,yes,,130.7763019887365,high_spent_large_value_payments,448.3042962124152,2023-12-01,
cus_0x13de,14192.12,,,,,3,"personal loan, student loan, home equity loan",,8,16.33,,standard,1483.6,,nm,,58.02528806179473,low_spent_small_value_payments,326.95718676469835,2023-07-01,
cus_0x13df,32387.94,,,,,0,"",,9,6.18,,unknown,565.34,,no,,213.63270455090958,low_spent_small_value_payments,358.36679544909043,2023-03-01,
cus_0x13e7,57792.3,,,,,3,"credit-builder loan, auto loan, debt consolidation loan",,8,19.07,,standard,1938.26,,yes,,56.90841863117397,high_spent_medium_value_payments,525.7744564821899,2023-08-01,
cus_0x13ee,11826.655,,,,,3,"auto loan, mortgage loan, student loan",,15,3.97,,standard,673.14,,no,,95.83668148422687,low_spent_small_value_payments,252.5885750331517,2023-03-01,
cus_0x13f6,152252.24,,,,,2,"debt consolidation loan, not specified",,4,6.5,,good,522.89,,nm,,309.51105745956835,high_spent_medium_value_payments,998.4111554798848,2023-07-01,
cus_0x13f8,145858.88,,,,,4,"auto loan, student loan, credit-builder loan, personal loan",,6,5.91,,unknown,1321.93,,no,,169.49535715112248,high_spent_large_value_payments,995.9946346377127,2024-06-01,
cus_0x13fa,32394.38,,,,,6,"student loan, payday loan, credit-builder loan, home equity loan, debt consolidation loan, personal loan",,16,8.41,,bad,1941.54,,yes,,,low_spent_small_value_payments,65.36739433700674,2024-10-01,
cus_0x140e,90894.08,,,,,3,"personal loan, student loan, payday loan",,13,10.12,,good,49.52,,no,,237.86531641208202,high_spent_medium_value_payments,526.83830962521,2024-09-01,
cus_0x1410,96882.93,,,,,1,debt consolidation loan,,,14.61,,good,355.41,,nm,,180.20040454139752,high_spent_large_value_payments,809.5836221743716,2024-10-01,
cus_0x1414,51093.12,,,,,4,"credit-builder loan, payday loan, home equity loan, not specified",,22,27.67,,bad,3628.5,,yes,,330.92236338088344,low_spent_small_value_payments,121.06504110167856,2024-02-01,
cus_0x141c,20202.22,,,,,3,"student loan, home equity loan, mortgage loan",,17,,,unknown,197.54,,yes,,138.32009805802295,low_spent_small_value_payments,256.4050448004486,2023-09-01,
cus_0x1422,57877.95,,,,,4,"home equity loan, not specified, debt consolidation loan, mortgage loan",,13,14.36,,standard,1805.92,,yes,,294.4347682469838,low_spent_small_value_payments,244.2090191640313,2024-04-01,
cus_0x1430,20048.23,,,,,3,"payday loan, student loan, home equity loan",,7,5.01,,good,224.98,,no,,198.11193585851467,low_spent_small_value_payments,213.70937556597244,2023-09-01,
cus_0x1439,102383.19,,,,,4,"mortgage loan, personal loan, payday loan, debt consolidation loan",,16,9.49,,unknown,1407.61,,yes,,,high_spent_large_value_payments,826.1879345743909,2023-12-01,
cus_0x143a,165798.2,,,,,1,payday loan,,12,3.71,,good,1022.71,,no,,293.6238143607612,high_spent_medium_value_payments,1249.65159693143,2023-08-01,
cus_0x143d,19827.36,,,,,1,auto loan,,10,9.96,,unknown,282.29,,nm,,70.85315783251433,low_spent_small_value_payments,351.033638879982,2024-12-01,
cus_0x1440,,,,,,5,"personal loan, debt consolidation loan, home equity loan, mortgage loan, not specified",,17,25.55,,bad,4108.42,,yes,,19.930898272426518,low_spent_large_value_payments,248.79864729487448,2023-01-01,
cus_0x1443,,,,,,3,"student loan, personal loan, auto loan",,14,7.48,,standard,534.85,,no,,99.24594537260504,high_spent_large_value_payments,713.5096111872554,2023-01-01,
cus_0x144d,20938.03,,,,,3,"payday loan, not specified, student loan",,15,-2.16,,bad,1657.74,,yes,,62.558838199254424,low_spent_medium_value_payments,350.86360616556044,2024-12-01,
cus_0x144f,74346.44,,,,,6,"not specified, credit-builder loan, personal loan, debt consolidation loan, home equity loan, student loan",,18,6.52,,unknown,2684.09,,yes,,77.59476206265225,high_spent_large_value_payments,472.38563316281375,2024-07-01,
cus_0x1458,28127.13,,,,,1,credit-builder loan,,14,15.0,,unknown,1187.43,,yes,,162.65979823498074,low_spent_large_value_payments,348.301607123247,2024-12-01,
cus_0x146a,25744.12,,,,,1,debt consolidation loan,,19,7.16,,standard,1118.51,,nm,,80.12216510115094,low_spent_medium_value_payments,379.8801551293129,2024-09-01,
cus_0x1470,14156.88,,,,,4,"mortgage loan, not specified, payday loan, home equity loan",,8,8.86,,good,602.3,,no,,91.45229450742808,low_spent_small_value_payments,287.0636960694384,2024-02-01,
cus_0x147a,14384.4,,,,,4,"credit-builder loan, debt consolidation loan, not specified, auto loan",,17,11.11,,standard,1465.3,,yes,,10.794805794158137,high_spent_large_value_payments,285.5781104343705,2024-08-01,
cus_0x147c,,,,,,2,"payday loan, home equity loan",,4,8.16,,unknown,1170.76,,no,,83.45784436430965,low_spent_large_value_payments,413.39853364912557,2023-10-01,
cus_0x148b,144342.8,,,,,0,"",,12,15.52,,standard,334.24,,yes,,149.41036012272752,high_spent_large_value_payments,1294.646306543939,2023-04-01,
cus_0x14a3,119016.88,,,,,0,"",,13,2.77,,standard,839.78,,no,,,high_spent_medium_value_payments,926.3716741639321,2023-07-01,
